id,customer_id,order_date,sku_id,price,qty_ordered,before_discount,discount_amount,after_discount,is_gross,is_valid,is_net,payment_id,payment_method,sku_name,base_price,cogs,category,registered_date
ODR5891125226d,C213587L,2022-07-20,P955347,450080,1,450080,29000,421080,1,1,0,1,cod,timex_T2P391,450370,378276,Men Fashion,2022-05-28
ODR7597336121a,C517438L,2022-11-07,P341170,432100,1,432100,29000,403100,1,1,0,1,cod,seagate_STEA1500400-1.5TB,432100,345680,Computing,2022-07-25
ODR1490511154e,C248634L,2022-07-17,P803301,407160,1,407160,29000,378160,1,1,1,1,cod,HP_White-DeskJet-3635,397880,270512,Computing,2021-09-17
ODR4181748736a,C788348L,2022-06-08,P569905,377000,1,377000,29000,348000,1,0,0,4,Payaxis,hop_ANKM33,377000,286520,Beauty & Grooming,2022-08-25
ODR7860309448r,C944941L,2022-12-07,P396169,376942,1,376942,29000,347942,1,1,0,1,cod,Transcend_TS1TSJ25M3,376942,256302,Computing,2021-09-13
ODR6725430076t,C873465L,2022-07-15,P488521,371200,1,371200,29000,342200,1,1,1,1,cod,seagate_STEA1000400-1TB,371200,248704,Computing,2022-07-03
ODR1691253905i,C290251L,2022-05-07,P578899,359020,1,359020,29000,330020,1,1,1,1,cod,HP_Printer-2135,357860,311286,Computing,2022-07-16
ODR2910563042t,C589584L,2022-07-24,P578899,357860,1,357860,29000,328860,1,1,1,1,cod,HP_Printer-2135,357860,311286,Computing,2021-07-14
ODR5013168982t,C846030L,2022-07-23,P770323,231710,1,231710,29000,202710,1,1,0,1,cod,Ref_Top man 1111-black-42,231710,187630,Men Fashion,2022-07-01
ODR1929024800g,C923141L,2022-07-20,P932773,218950,1,218950,29000,189950,1,0,0,1,cod,HP_Printer-2132,218950,157644,Computing,2022-05-08
ODR8361608719s,C610335L,2022-06-27,P881832,203000,1,203000,29000,174000,1,1,1,1,cod,GA_CL-221-A-136077,203000,136010,Women Fashion,2021-11-25
ODR9883780672a,C855457L,2022-05-14,P660943,202942,1,202942,29000,173942,1,1,0,1,cod,Telemall_MM-PC-0008,202942,152192,Health & Sports,2022-03-08
ODR8424411974n,C954904L,2022-07-19,P446234,193778,1,193778,29000,164778,1,1,0,1,cod,interwood_HA-263049-39698,193778,172434,Home & Living,2022-07-22
ODR9685127759j,C856079L,2021-11-26,P171657,184440,1,184440,29000,155440,1,1,1,2,jazzvoucher,MEGUIAR_G18211,184440,130906,Others,2021-11-27
ODR1268600050k,C245825L,2021-10-07,P776156,183280,1,183280,29000,154280,1,1,1,1,cod,JBS_WEN-062,183280,111766,Home & Living,2021-07-18
ODR3096625960h,C503582L,2021-11-13,P653253,171100,1,171100,29000,142100,1,1,0,1,cod,Sapphire_US0421,171100,143724,Women Fashion,2021-11-01
ODR2334008381c,C603530L,2021-07-19,P362878,162110,1,162110,29000,133110,1,1,0,1,cod,J&J_JJQS-004S,162110,97266,Kids & Baby,2021-07-28
ODR3322355266p,C823189L,2022-06-30,P396643,153642,1,153642,29000,124642,1,1,1,1,cod,StripyInterior_Diamond Janamaz -003,153642,133632,Home & Living,2021-07-16
ODR2035839783f,C790722L,2022-07-06,P605824,127600,1,127600,29000,98600,1,0,0,4,Payaxis,PlanetX_PX-9127,127600,108460,Kids & Baby,2021-11-19
ODR6655059285l,C830977L,2022-10-07,P534877,58000,2,116000,29000,87000,1,1,1,1,cod,RB_HouseholdBundle,58058,43500,Superstore,2022-05-26
ODR3725401670x,C239715L,2021-05-08,P507071,103820,1,103820,29000,74820,1,1,1,1,cod,BO_ty901-red,103820,73660,Kids & Baby,2021-08-13
ODR2965065643l,C949094L,2022-07-14,P646000,48894,2,97788,29000,68788,1,1,1,1,cod,Uni-Lipton-deal,48894,30276,Superstore,2022-05-15
ODR2897218404h,C451013L,2022-01-08,P208207,44950,2,89900,29000,60900,1,1,1,3,customercredit,LS_815096000274,44950,30566,Superstore,2021-11-22
ODR8306096531d,C205701L,2021-06-07,P774293,44660,2,89320,29000,60320,1,1,1,1,cod,noritake_NT4276M,44660,33930,Home & Living,2021-07-02
ODR4196037789f,C840840L,2022-07-22,P414248,39440,2,78880,29000,49880,1,1,1,1,cod,LS_815096000694,40890,29812,Superstore,2021-11-12
ODR5297823635t,C415068L,2022-08-07,P370239,78300,1,78300,29000,49300,1,1,0,1,cod,PlanetX_PX-9064,78300,60262,Kids & Baby,2022-05-09
ODR5588021213s,C282791L,2021-06-07,P965987,20300,3,60900,29000,31900,1,1,1,1,cod,Al Muhafiz Sohan Halwa Almond,26680,18908,Soghaat,2021-07-14
ODR6140615321q,C434444L,2022-09-06,P606949,754000,1,754000,28420,725579,1,0,0,4,Payaxis,SFEVER_IS380HB08VI1WNAFAMZ,754000,467480,Beauty & Grooming,2021-07-13
ODR3282110714k,C117017L,2022-06-17,P177278,568400,1,568400,28420,539980,1,1,1,4,Payaxis,seagate_STDR2000300-2TB,568400,409248,Computing,2021-09-02
ODR2821922578d,C671496L,2021-09-29,P946981,284200,1,284200,28420,255780,1,1,1,4,Payaxis,Audionic Reborn RB-107,284200,227360,Computing,2021-09-10
ODR7006559565r,C814555L,2022-12-07,P780829,261000,1,261000,28216,232783,1,0,0,4,Payaxis,Gshop_D38,261000,174870,Home & Living,2022-05-24
ODR8378366450p,C113767L,2021-11-24,P181645,127890,1,127890,28135,99754,1,0,0,2,jazzvoucher,JBS_IFAM-032,0,0,Others,2021-11-15
ODR2006868144u,C143396L,2022-05-06,P652203,27550,1,27550,27550,0,1,1,0,1,cod,4U_Service-KA 008,27550,23664,School & Education,2022-06-06
ODR2352061395t,C816600L,2022-03-22,P490466,545200,1,545200,27260,517940,1,0,0,7,Easypay,Seagate_STEA2000400,545200,425256,Computing,2021-09-21
ODR3558355095k,C299819L,2021-11-23,P965987,22504,6,135024,27004,108019,1,1,1,5,jazzwallet,Al Muhafiz Sohan Halwa Almond,26680,18908,Soghaat,2021-11-04
ODR3622310324f,C512759L,2022-07-28,P707435,261000,2,522000,26100,495900,1,0,0,4,Payaxis,nabila_Nchant FOR Olive,319000,277530,Beauty & Grooming,2022-06-25
ODR5898601764i,C146204L,2022-11-05,P557054,58000,3,174000,26100,147900,1,1,1,4,Payaxis,emart_Tyre Shape Air Compressor,115942,74182,Others,2022-03-06
ODR9964995716h,C211296L,2022-07-24,P937612,74240,1,74240,24746,49493,1,1,1,1,cod,mm_AG-09,69600,43152,Others,2021-11-10
ODR2404968424h,C404912L,2022-05-19,P414014,493000,1,493000,24650,468350,1,0,0,4,Payaxis,fitn_RU00495,493000,428910,Health & Sports,2022-01-16
ODR3852162853a,C766365L,2022-03-25,P111337,203000,1,203000,24644,178355,1,1,1,7,Easypay,fitn_810390023974,203000,129920,Health & Sports,2022-03-21
ODR4748671631w,C266766L,2022-09-08,P388557,54520,3,163560,24375,139184,1,0,0,5,jazzwallet,LS_8964000006122,54520,33234,Superstore,2022-08-14
ODR8320401429m,C870613L,2022-10-06,P512258,80910,1,80910,24273,56637,1,1,0,7,Easypay,alrafa_Ajwa-Dates-400g,74530,49184,Soghaat,2022-06-10
ODR6377568075k,C762827L,2022-05-19,P197825,69310,1,69310,24258,45051,1,1,1,4,Payaxis,liberty_9781471164934,69310,45704,Books,2022-03-05
ODR1848712954c,C244418L,2021-09-29,P961919,232000,1,232000,23200,208800,1,0,0,4,Payaxis,Gmart_Sport Heart Rate Bracele 1,232000,146160,Health & Sports,2021-09-01
ODR4122553591l,C937948L,2022-01-28,P807001,116870,1,116870,23200,93670,1,1,0,1,cod,barico_BS023-,116870,74762,School & Education,2021-11-25
ODR3260466854v,C254812L,2022-02-27,P858068,29000,2,58000,23200,34800,1,1,1,4,Payaxis,RB_Dettol Germ Busting Kit-bf,26100,18270,Others,2021-11-13
ODR3782332688m,C533639L,2022-06-15,P588707,57710,2,115420,23084,92336,1,0,0,4,Payaxis,liberty_9781843322924,57710,46690,Books,2021-09-04
ODR2224532422r,C830977L,2022-06-15,P498904,226200,1,226200,22620,203580,1,1,0,5,jazzwallet,JBS_WEN-123,226200,151554,Home & Living,2022-05-26
ODR7089965809g,C607754L,2022-08-13,P504915,361572,1,361572,22505,339066,1,0,0,1,cod,zaffiro_Z-P-059,361572,263900,Beauty & Grooming,2022-02-18
ODR6733583661w,C403740L,2022-09-06,P475499,118320,1,118320,22272,96048,1,1,1,5,jazzwallet,RAF_800mlx12,118320,86362,Superstore,2022-06-14
ODR7406086793c,C606496L,2022-05-22,P497885,24650,3,73950,22185,51765,1,1,0,4,Payaxis,Zia_111,24650,17748,Books,2021-07-10
ODR4497773495e,C589485L,2022-02-21,P983274,279270,1,279270,22115,257154,1,1,1,4,Payaxis,Omron_HEM-7120-E,279270,201028,Health & Sports,2022-02-15
ODR2365701418o,C521295L,2022-07-27,P953664,145000,1,145000,21750,123250,1,1,0,4,Payaxis,GL_1055,145000,105850,Home & Living,2022-05-04
ODR5448418994g,C759934L,2021-09-07,P447878,24650,2,49300,20978,28321,1,1,1,1,cod,RS_Kaju Barfi,24650,19952,Soghaat,2021-07-06
ODR4219471885f,C779932L,2022-04-05,P924152,138910,1,138910,20836,118073,1,0,0,4,Payaxis,RAJESH_RAJ162,177480,110026,Beauty & Grooming,2021-11-21
ODR2395878993w,C298284L,2022-03-24,P700907,188500,1,188500,19778,168722,1,0,0,7,Easypay,Life source_YD-24,150800,98020,Health & Sports,2022-03-27
ODR9753822651v,C336752L,2022-06-16,P274768,9570,10,95700,19140,76560,1,1,0,4,Payaxis,RS_Plain Rusk Pack of 3,9570,6090,Soghaat,2022-06-11
ODR4042861186a,C434444L,2022-08-06,P606949,754000,1,754000,19041,734958,1,0,0,4,Payaxis,SFEVER_IS380HB08VI1WNAFAMZ,754000,467480,Beauty & Grooming,2021-07-13
ODR4500895746n,C306772L,2022-07-22,P858068,29000,2,58000,18905,39094,1,1,1,7,Easypay,RB_Dettol Germ Busting Kit-bf,26100,18270,Others,2022-05-02
ODR9471801196n,C835970L,2022-07-28,P534877,58000,3,174000,18007,155992,1,0,0,5,jazzwallet,RB_HouseholdBundle,58058,43500,Superstore,2022-02-25
ODR8534511529f,C955739L,2021-11-21,P965987,22504,4,90016,18003,72012,1,0,0,5,jazzwallet,Al Muhafiz Sohan Halwa Almond,26680,18908,Soghaat,2021-08-10
ODR8486436403s,C431390L,2022-07-31,P960615,359600,1,359600,17980,341620,1,1,1,4,Payaxis,Toyworld_TW-100,359600,276892,Kids & Baby,2022-01-28
ODR2627654093n,C816773L,2022-05-07,P236558,263320,1,263320,17400,245920,1,1,1,1,cod,Yiboo-UJ801,263320,229042,Kids & Baby,2022-05-12
ODR5657959929l,C866418L,2022-06-06,P489406,58000,3,174000,17400,156600,1,1,1,5,jazzwallet,RB_HPx5,58000,51040,Superstore,2021-11-26
ODR4960618228j,C144215L,2022-02-07,P412671,139142,1,139142,17400,121742,1,0,0,1,cod,Aladdin_15-Walker-W2908,139142,101558,Kids & Baby,2022-06-14
ODR1250019169h,C830977L,2022-06-22,P534877,58000,2,116000,17400,98600,1,0,0,7,Easypay,RB_HouseholdBundle,58058,43500,Superstore,2022-05-26
ODR5231044148e,C799927L,2022-07-07,P637134,63510,1,63510,17400,46110,1,1,0,1,cod,liberty_9780140296495,63510,47618,Books,2022-04-01
ODR5542991121k,C265794L,2022-03-07,P236525,40020,1,40020,17400,22620,1,1,1,1,cod,SMART_Light Green Kameez 3/4-16 yrs - above - Size 44,40020,35206,School & Education,2021-11-17
ODR2901435765s,C930191L,2022-07-06,P754543,342200,1,342200,17110,325090,1,0,0,4,Payaxis,SFEVER_GU378HB0MW1K0NAFAMZ,342200,208742,Beauty & Grooming,2022-06-04
ODR6231284525u,C241052L,2022-07-22,P925806,87000,1,87000,17038,69961,1,1,0,1,cod,BO_playblocks-CR-20,87000,71340,Kids & Baby,2022-06-01
ODR2023966130s,C835970L,2022-07-30,P534877,58000,3,174000,17034,156965,1,1,1,5,jazzwallet,RB_HouseholdBundle,58058,43500,Superstore,2022-02-25
ODR6182107705w,C803978L,2022-07-08,P776539,464000,1,464000,16952,447047,1,1,0,4,Payaxis,shopfever_YV266HB0M2J20NAFAMZ,464000,310880,Beauty & Grooming,2022-07-14
ODR5440986607k,C830977L,2022-08-08,P197821,115942,2,231884,16339,215544,1,1,1,5,jazzwallet,PNG_Pampers_10003451-Hazir,125280,77662,Superstore,2022-05-26
ODR2182628234a,C989951L,2022-06-17,P712331,162342,1,162342,16234,146107,1,1,0,5,jazzwallet,Edenrobe_BTKS-16-3196-28,162342,139606,Kids & Baby,2021-11-25
ODR8108300720y,C892839L,2022-12-08,P937805,52490,3,157470,15747,141723,1,1,1,5,jazzwallet,LS_8961100500017,52490,38280,Superstore,2022-07-07
ODR3692764377o,C790632L,2022-04-15,P808750,17400,7,121800,15225,106575,1,1,0,1,cod,Zia_133,17400,15486,Books,2021-11-03
ODR3559361303s,C610206L,2022-10-08,P687354,74240,2,148480,14848,133632,1,0,0,5,jazzwallet,aw_Wheel Protectant-7oz./207ml,74240,46748,Others,2022-04-12
ODR5004786431x,C930543L,2022-08-13,P930162,292320,1,292320,14616,277704,1,0,0,4,Payaxis,IKEA_90282180,292320,239656,Home & Living,2022-08-21
ODR2512693029p,C406406L,2022-07-26,P770634,1061400,1,1061400,14500,1046900,1,0,0,4,Payaxis,HOS_CNCMW100,1061400,934032,Beauty & Grooming,2022-07-08
ODR6744371886k,C297572L,2022-04-25,P202781,400200,1,400200,14500,385700,1,0,0,4,Payaxis,nabila_NGELIC FOR IVORY,400200,288144,Beauty & Grooming,2022-04-20
ODR8317546804l,C487094L,2022-09-02,P990495,232000,1,232000,14500,217500,1,1,1,1,cod,fitn_834266001606,232000,204160,Health & Sports,2022-01-25
ODR8302287924z,C806822L,2022-12-03,P645170,37700,2,75400,14500,60900,1,1,1,1,cod,MartWart_ND-001,37700,24476,Home & Living,2021-11-16
ODR9500718038m,C498440L,2022-07-25,P208207,44950,3,134850,13485,121365,1,1,1,5,jazzwallet,LS_815096000274,44950,30566,Superstore,2022-04-24
ODR7514667182w,C869172L,2022-01-17,P965987,26680,5,133400,13340,120060,1,1,0,1,cod,Al Muhafiz Sohan Halwa Almond,26680,18908,Soghaat,2022-01-20
ODR9740011160l,C960072L,2021-09-29,P870525,132240,2,264480,13224,251256,1,1,1,4,Payaxis,HOS-m_CKEIM100,132240,88566,Beauty & Grooming,2021-09-19
ODR9410273149a,C780297L,2022-12-02,P444930,168200,1,168200,13140,155059,1,1,1,1,cod,fitn_748927052237,159790,95874,Health & Sports,2022-01-25
ODR7127324967s,C364237L,2022-02-07,P586206,45530,1,45530,13128,32401,1,1,0,1,cod,Rajesh_Blue Car Emergency Tow Chain,65540,44544,Others,2021-11-14
ODR1619940915e,C574921L,2022-04-26,P858068,29000,3,87000,13050,73950,1,1,1,5,jazzwallet,RB_Dettol Germ Busting Kit-bf,26100,18270,Others,2021-09-25
ODR6023284804e,C630744L,2022-02-23,P279055,74240,1,74240,12039,62200,1,1,1,1,cod,emart_0-37,74240,45240,Others,2022-01-22
ODR5059635470d,C384466L,2022-03-20,P162328,681500,1,681500,11600,669900,1,1,0,1,cod,american_tourister Feherlite Spinner  66Black,681500,490680,Men Fashion,2021-07-20
ODR7148845755e,C652734L,2021-09-23,P780964,500250,1,500250,11600,488650,1,1,0,1,cod,Timb-app_8318J-L,500250,430186,Men Fashion,2021-09-03
ODR6312871221s,C912151L,2022-03-19,P764762,377000,1,377000,11600,365400,1,1,1,1,cod,AKL_A131137860-SS-02-17,377000,229970,Women Fashion,2022-03-17
ODR7930983863b,C263329L,2021-03-09,P166018,336400,1,336400,11600,324800,1,1,1,1,cod,audionic_6954217689999,336400,279212,Entertainment,2021-08-04
ODR6175239712m,C182986L,2022-05-04,P540005,57942,4,231768,11600,220168,1,1,0,1,cod,mdeal_DMC-265-10,58000,49880,Men Fashion,2021-07-04
ODR3771327611k,C934566L,2022-07-18,P623284,57942,3,173826,11600,162226,1,1,1,1,cod,ABT_B175,57942,46922,Computing,2021-11-22
ODR4013894023x,C253957L,2022-11-08,P224384,145000,1,145000,11600,133400,1,1,0,1,cod,ISn 100% Whey Protein Vanilla,130500,84796,Health & Sports,2022-08-24
ODR5682296709b,C229988L,2022-05-07,P253358,116116,1,116116,11600,104516,1,1,0,1,cod,Jaza_2Elite5kg+FOC,116116,90538,Superstore,2021-09-23
ODR1935322190x,C671834L,2022-06-19,P787882,23200,5,116000,11600,104400,1,1,0,5,jazzwallet,RB_Veet-bf,20300,16646,Superstore,2021-11-04
ODR1600986170y,C855607L,2022-06-25,P986099,107880,1,107880,11600,96280,1,1,1,1,cod,Tmall_SpyPen_8GB,110142,67164,School & Education,2022-06-01
ODR7012069775p,C555803L,2021-09-07,P507071,103820,1,103820,11600,92220,1,1,1,1,cod,BO_ty901-red,103820,73660,Kids & Baby,2021-07-05
ODR3504459448m,C568231L,2022-05-05,P279055,72500,1,72500,11600,60900,1,1,1,1,cod,emart_0-37,74240,45240,Others,2021-11-18
ODR8079761051o,C577641L,2022-10-03,P626911,36250,2,72500,11600,60900,1,1,0,1,cod,SCIFI_Hannah Montana_SC5811HT,36250,26100,School & Education,2022-03-20
ODR4941932296d,C380601L,2022-05-05,P664345,9860,6,59160,11600,47560,1,1,1,4,Payaxis,RAF_800ml,9860,8642,Superstore,2022-01-06
ODR7823406484d,C331122L,2022-12-04,P181682,58000,1,58000,11600,46400,1,0,0,1,cod,test-product-new,58,0,Others,2022-04-09
ODR2424375452y,C673068L,2022-03-23,P816776,58000,1,58000,11600,46400,1,1,1,7,Easypay,Z&A_ZEES-0030,58000,38280,School & Education,2021-07-02
ODR4444049335k,C890940L,2021-09-28,P130180,57942,20,1158840,11588,1147251,1,0,0,4,Payaxis,RB_Household Bundle,57942,34742,Superstore,2021-09-28
ODR6288313630l,C538751L,2022-05-27,P624168,2319942,1,2319942,11423,2308518,1,1,0,1,cod,ahp_EOS-1300D-DSLR-Black,2319942,1879142,Entertainment,2022-05-10
ODR3188914386m,C572081L,2022-07-06,P361129,55390,2,110780,11078,99702,1,1,0,5,jazzwallet,LS_8964000002070,55390,45414,Superstore,2021-09-19
ODR7146867180d,C640198L,2022-05-13,P149491,55332,1,55332,11011,44320,1,1,1,1,cod,smsm_371107,53070,32364,Superstore,2021-11-13
ODR9971379948u,C744990L,2022-06-18,P557054,43500,1,43500,10875,32625,1,0,0,4,Payaxis,emart_Tyre Shape Air Compressor,115942,74182,Others,2022-05-21
ODR6024960925q,C737801L,2022-12-04,P375932,202362,1,202362,10724,191637,1,1,0,1,cod,lamart_LMZ020,202362,133516,Home & Living,2022-04-23
ODR2179630145y,C371890L,2022-01-04,P952868,57420,1,57420,10545,46874,1,1,1,1,cod,Aladdin_UMR_CM_1091,57420,45936,School & Education,2022-03-27
ODR2496247432b,C822217L,2022-04-05,P511346,68904,1,68904,10335,58568,1,1,1,4,Payaxis,emart_0-66,69542,48662,Home & Living,2021-11-25
ODR5459843595z,C657376L,2022-08-06,P669695,103240,1,103240,10324,92916,1,1,1,5,jazzwallet,PlanetX_PX-9091,103240,70180,Kids & Baby,2022-06-05
ODR5799844227n,C577641L,2022-11-03,P710971,34510,2,69020,10112,58907,1,1,1,1,cod,SCIFI_SC5811HSF-High School Musical,34510,28594,School & Education,2022-03-20
ODR8232746614b,C864410L,2022-04-08,P585250,271150,1,271150,9378,261771,1,0,0,7,Easypay,Head_811075-L,269700,226548,Men Fashion,2021-11-15
ODR9397685367y,C557586L,2022-07-17,P125701,48720,2,97440,9106,88333,1,1,0,1,cod,LS_8961100500154,48720,33118,Others,2022-04-03
ODR2654990519a,C983543L,2022-09-08,P276689,104110,1,104110,9050,95059,1,1,1,1,cod,sigma_11932,104110,68672,Health & Sports,2022-08-21
ODR5590071394f,C439027L,2022-05-21,P639145,179916,1,179916,8995,170920,1,0,0,7,Easypay,progressive_9780470290309,179916,109736,School & Education,2022-05-20
ODR5201131502t,C413769L,2022-05-19,P830684,87000,1,87000,8700,78300,1,1,1,5,jazzwallet,Regal_549-C-BLACK-6,87000,63510,Others,2021-09-09
ODR4945014185n,C986196L,2022-04-28,P858068,29000,2,58000,8700,49300,1,1,1,5,jazzwallet,RB_Dettol Germ Busting Kit-bf,26100,18270,Others,2021-09-09
ODR7534625740d,C403187L,2022-06-05,P557054,58000,1,58000,8700,49300,1,0,0,6,easypay_voucher,emart_Tyre Shape Air Compressor,115942,74182,Others,2021-11-26
ODR1407950680g,C477890L,2022-07-19,P408446,29754,1,29754,8501,21252,1,1,0,1,cod,TSS_Khaki Elastic Pants-6 - 7 yrs - Size 28,29754,20822,School & Education,2021-11-25
ODR5289776387d,C667729L,2022-06-19,P197519,26970,3,80910,8091,72819,1,0,0,5,jazzwallet,RS_Nimcolia-5pack,24070,14442,Soghaat,2021-09-15
ODR2600801611n,C702427L,2022-07-29,P568120,225330,1,225330,7748,217581,1,1,0,4,Payaxis,sehgalmotors_4960,225330,184730,Superstore,2022-07-01
ODR2643297164r,C700565L,2022-05-22,P118382,69600,2,139200,6960,132240,1,0,0,4,Payaxis,Edenrobe_EGTFS17-0687-9-10 Years,69600,45936,Kids & Baby,2022-05-20
ODR6610850383a,C910506L,2022-07-26,P213473,193140,2,386280,6770,379509,1,1,0,4,Payaxis,sehgalmotors_69835,193140,117798,Superstore,2022-07-23
ODR9175770243t,C234358L,2022-03-08,P455444,41470,1,41470,6220,35249,1,1,0,7,Easypay,Kansai_RockGuard,41470,26912,Others,2022-06-17
ODR5074442158n,C978558L,2022-04-30,P540005,57942,2,115884,5800,110084,1,0,0,1,cod,mdeal_DMC-265-10,58000,49880,Men Fashion,2021-09-08
ODR3544593183d,C115023L,2021-12-16,P419348,54810,1,54810,5800,49010,1,1,1,1,cod,liberty_9780521677004,60900,47502,School & Education,2021-12-15
ODR2442285061r,C928110L,2022-08-07,P912231,8700,1,8700,5800,2900,1,1,0,3,customercredit,oxford_9780195477009,8700,5626,Books,2022-06-08
ODR9722904487n,C421614L,2022-12-06,P854851,16414,1,16414,4924,11489,1,1,0,4,Payaxis,edukaan_7047-College - 300,16414,9802,School & Education,2021-07-09
ODR6179308986q,C985354L,2021-11-22,P531621,145000,2,290000,4754,285245,1,1,1,3,customercredit,sindbad_Sindbad Gift Card-3,145000,118900,Others,2021-10-02
ODR5905048590l,C674696L,2022-07-27,P537025,12760,1,12760,3950,8809,1,0,0,4,Payaxis,mab_HQ-Advance,12760,10962,School & Education,2022-07-18
ODR5352818176j,C908803L,2022-01-05,P961955,50170,1,50170,3934,46235,1,0,0,4,Payaxis,ziqi_Zn-1455-TS,50170,42630,Kids & Baby,2022-04-20
ODR9853953804b,C136210L,2022-03-25,P685508,75400,1,75400,3770,71630,1,0,0,7,Easypay,Genius_GB-1500X-Black,75400,45240,School & Education,2021-09-21
ODR1640614096c,C560607L,2022-03-19,P509052,12702,1,12702,3175,9526,1,1,1,5,jazzwallet,swi_LT55,12702,11252,School & Education,2022-03-18
ODR6309455803d,C639248L,2022-06-04,P557054,57942,1,57942,2900,55042,1,1,1,1,cod,emart_Tyre Shape Air Compressor,115942,74182,Others,2021-11-10
ODR5331790881t,C928110L,2022-06-19,P154058,8700,1,8700,2175,6525,1,1,0,4,Payaxis,oxford_9780199400270,8700,7308,Books,2022-06-08
ODR7609079371g,C337717L,2021-09-29,P965987,13920,10,139200,1392,137808,1,0,0,4,Payaxis,Al Muhafiz Sohan Halwa Almond,26680,18908,Soghaat,2021-09-28
ODR1329341949s,C500105L,2022-06-03,P330457,1392,3,4176,975,3200,1,1,0,1,cod,swi_MXP10,1392,870,School & Education,2021-11-03
ODR8399855509j,C164454L,2022-12-08,P841336,4640,1,4640,910,3729,1,1,0,1,cod,Shark_G36,4640,2958,School & Education,2021-09-11
ODR9472121743y,C134413L,2022-04-01,P330457,1392,1,1392,275,1116,1,1,1,1,cod,swi_MXP10,1392,870,School & Education,2021-11-16
ODR2149944630w,C546754L,2022-05-30,P432772,1450,1,1450,259,1190,1,1,1,1,cod,Shark_LG50,1450,1044,School & Education,2021-09-15
ODR9496522065v,C781599L,2022-06-24,P774270,58,1,58,58,0,1,1,0,1,cod,Mannan_leather_file_book,58,0,Others,2022-06-22
ODR1510991605c,C206125L,2022-08-06,P313303,518752,1000,518752000,0,518752000,1,0,0,2,jazzvoucher,IDROID_BALRX7-Gold,550942,484822,Mobiles & Tablets,2021-08-19
ODR4269164386x,C460487L,2022-09-06,P313303,518752,1000,518752000,0,518752000,1,1,1,2,jazzvoucher,IDROID_BALRX7-Gold,550942,484822,Mobiles & Tablets,2022-06-21
ODR8195974801q,C862627L,2022-04-29,P551746,3052830,25,76320750,0,76320750,1,0,0,13,Easypay_MA,GMZV_PS4 Pro 1TB - Region 2,3052830,2594862,Entertainment,2022-04-10
ODR7547736914q,C873525L,2021-07-23,P972345,3711942,20,74238840,0,74238840,1,0,0,8,ublcreditcard,Huawei Mate 8 With 4GB Ram,3711942,3303622,Mobiles & Tablets,2021-07-13
ODR4553486829o,C520373L,2021-03-07,P984161,1971942,34,67046028,0,67046028,1,0,0,9,mygateway,Lenovo Zuk,1971942,1281742,Mobiles & Tablets,2021-07-17
