GCIF,Area,Jalur_Pembukaan,Vintage,Usia,Jenis_Kelamin,Status_Perkawinan,Jumlah_Anak,Pendidikan,Produk_Tabungan,Produk_Deposito,Produk_Kartu_Kredit,Produk_Kredit_Rumah,Produk_Kredit_Kendaraan,Produk_Kredit_Dana_Tunai,Total_Kepemilikan_Produk,Pendapatan_Tahunan,Total_Relationship_Balance
G14155,Jakarta,Telemarketing,< 1 Tahun,49,Laki-laki,Menikah,4,Doktor,1,1,0,1,0,0,3,309,45090758
G08631,Jakarta,Telemarketing,< 1 Tahun,20,Laki-laki,Belum Menikah,0,Doktor,1,1,1,0,0,0,3,221,353450437
G12058,Surabaya,Telemarketing,< 1 Tahun,50,Laki-laki,Cerai,0,Doktor,1,1,1,0,0,0,3,320,275975743
G15389,Solo,Aplikasi Digital,< 1 Tahun,47,Laki-laki,Menikah,0,Doktor,1,0,1,0,1,0,3,560,101587499
G21767,Bandung,Cabang,< 1 Tahun,42,Perempuan,Belum Menikah,0,Doktor,1,1,0,0,0,1,3,514,381188698
G24983,Surabaya,Telemarketing,< 1 Tahun,60,Laki-laki,Cerai,2,Doktor,1,0,0,1,0,1,3,883,70606403
G09650,Jakarta,Telemarketing,< 1 Tahun,20,Laki-laki,Belum Menikah,0,Doktor,1,1,1,0,0,0,3,282,186349176
G01115,Bandung,Cabang,< 1 Tahun,32,Laki-laki,Menikah,4,Doktor,1,0,0,1,0,1,3,408,305166982
G16686,Jogja,Internet Banking,< 1 Tahun,21,Laki-laki,Belum Menikah,0,Doktor,1,1,0,0,0,1,3,123,240288539
G27528,Bogor,Cabang,< 1 Tahun,20,Perempuan,Belum Menikah,0,Doktor,1,1,0,1,0,0,3,137,378046214
G06449,Jakarta,Internet Banking,< 1 Tahun,29,Laki-laki,Menikah,2,Doktor,1,0,0,1,0,1,3,113,350850408
G06093,Bandung,Telemarketing,< 1 Tahun,32,Perempuan,Menikah,0,Doktor,1,0,0,1,0,1,3,327,429357078
G06415,Bogor,Telemarketing,< 1 Tahun,31,Laki-laki,Menikah,2,Doktor,1,1,1,0,0,0,3,352,107725561
G27446,Bandung,Cabang,< 1 Tahun,56,Laki-laki,Belum Menikah,0,Doktor,1,0,0,1,0,1,3,803,359816772
G07153,Bogor,Cabang,< 1 Tahun,43,Perempuan,Belum Menikah,0,Doktor,1,0,1,1,0,0,3,565,440087459
G08189,Bandung,Telemarketing,< 1 Tahun,25,Laki-laki,Menikah,4,Doktor,1,0,1,1,0,0,3,451,299517667
G04969,Bandung,Aplikasi Digital,< 1 Tahun,32,Laki-laki,Menikah,2,Doktor,1,1,0,1,0,0,3,498,200547319
G13060,Bandung,Aplikasi Digital,< 1 Tahun,46,Perempuan,Belum Menikah,0,Doktor,1,0,1,0,0,1,3,251,88317067
G02566,Solo,Cabang,< 1 Tahun,38,Perempuan,Belum Menikah,0,Doktor,1,1,1,0,0,0,3,555,152850979
G05753,Surabaya,Aplikasi Digital,< 1 Tahun,29,Laki-laki,Menikah,2,Doktor,1,1,0,0,0,1,3,392,166698639
G18676,Jogja,Telemarketing,< 1 Tahun,35,Laki-laki,Menikah,1,Doktor,1,0,0,1,0,1,3,474,365308220
G06262,Bandung,Cabang,< 1 Tahun,42,Perempuan,Cerai,1,Doktor,1,1,0,1,0,0,3,373,71030176
G22273,Jakarta,Cabang,< 1 Tahun,42,Laki-laki,Belum Menikah,0,Doktor,1,0,0,1,0,1,3,493,401910167
G07474,Bandung,Cabang,< 1 Tahun,34,Laki-laki,Menikah,1,Doktor,1,1,0,0,0,1,3,243,100501261
G07640,Jakarta,Cabang,< 1 Tahun,47,Laki-laki,Belum Menikah,0,Doktor,1,1,0,1,0,0,3,271,136540192
G19208,Surabaya,Internet Banking,< 1 Tahun,55,Perempuan,Menikah,4,Doktor,1,1,0,0,0,1,3,548,240690437
G23380,Jakarta,Telemarketing,< 1 Tahun,54,Laki-laki,Menikah,4,Doktor,0,1,0,1,0,1,3,518,169015634
G11747,Solo,Telemarketing,< 1 Tahun,27,Laki-laki,Belum Menikah,0,Doktor,1,1,0,0,0,1,3,256,36270417
G07762,Bandung,Telemarketing,< 1 Tahun,23,Laki-laki,Belum Menikah,0,Doktor,1,1,0,0,0,1,3,464,125016684
G10591,Bandung,Cabang,< 1 Tahun,40,Laki-laki,Belum Menikah,0,Doktor,1,0,0,1,0,1,3,459,149497965
G02780,Surabaya,Aplikasi Digital,< 1 Tahun,26,Laki-laki,Menikah,1,Doktor,1,0,0,1,0,1,3,146,143139838
G16943,Jogja,Telemarketing,< 1 Tahun,43,Laki-laki,Menikah,3,Doktor,1,0,1,1,0,0,3,359,151038596
G27613,Surabaya,Telemarketing,< 1 Tahun,58,Laki-laki,Belum Menikah,0,Doktor,1,0,0,1,0,1,3,781,328843298
G08618,Solo,Internet Banking,< 1 Tahun,48,Laki-laki,Belum Menikah,0,Doktor,1,0,1,0,0,1,3,494,9084058
G19944,Surabaya,Aplikasi Digital,< 1 Tahun,44,Laki-laki,Belum Menikah,0,Doktor,1,0,1,1,0,0,3,531,36422962
G01383,Jakarta,Telemarketing,< 1 Tahun,32,Laki-laki,Menikah,0,Doktor,1,0,0,1,0,1,3,383,399782387
G13739,Bandung,Cabang,< 1 Tahun,44,Laki-laki,Belum Menikah,0,Doktor,1,0,0,0,1,1,3,456,75867194
G00119,Solo,Cabang,< 1 Tahun,29,Laki-laki,Menikah,2,Doktor,1,1,0,0,0,1,3,365,127901707
G08899,Jakarta,Telemarketing,< 1 Tahun,32,Laki-laki,Menikah,0,Doktor,1,0,0,1,1,0,3,113,148346967
G11687,Solo,Internet Banking,< 1 Tahun,36,Laki-laki,Belum Menikah,0,Doktor,1,0,0,1,0,1,3,311,385661311
G11742,Bandung,Cabang,< 1 Tahun,25,Perempuan,Menikah,2,Doktor,1,0,0,1,0,1,3,258,30719806
G06752,Surabaya,Internet Banking,< 1 Tahun,30,Perempuan,Menikah,0,Doktor,1,0,0,1,0,1,3,362,137713897
G17627,Solo,Aplikasi Digital,< 1 Tahun,50,Laki-laki,Cerai,2,Doktor,1,1,0,0,1,0,3,853,422688292
G12215,Jakarta,Telemarketing,< 1 Tahun,52,Laki-laki,Belum Menikah,0,Doktor,1,1,0,1,0,0,3,588,425510627
G08813,Bandung,Internet Banking,< 1 Tahun,30,Perempuan,Menikah,4,Doktor,1,0,0,1,0,1,3,199,9893448
G16783,Solo,Internet Banking,< 1 Tahun,42,Perempuan,Menikah,0,Doktor,1,1,0,1,0,0,3,513,95084556
G14687,Solo,Aplikasi Digital,< 1 Tahun,49,Laki-laki,Menikah,2,Doktor,1,0,0,1,0,1,3,551,296308585
G09615,Solo,Aplikasi Digital,< 1 Tahun,49,Perempuan,Cerai,2,Doktor,1,1,0,1,0,0,3,561,436811328
G15612,Surabaya,Internet Banking,< 1 Tahun,43,Laki-laki,Menikah,3,Doktor,1,1,0,0,0,1,3,528,159547012
G25076,Jakarta,Telemarketing,< 1 Tahun,61,Laki-laki,Menikah,1,Doktor,0,0,1,1,0,1,3,538,232639318
G04172,Solo,Cabang,< 1 Tahun,26,Laki-laki,Menikah,2,Doktor,1,0,0,1,0,1,3,452,234970208
G06411,Bandung,Telemarketing,< 1 Tahun,31,Perempuan,Menikah,0,Doktor,1,0,0,1,0,1,3,134,68163016
G22499,Jakarta,Telemarketing,< 1 Tahun,50,Laki-laki,Menikah,2,Doktor,1,0,0,1,0,1,3,332,258895417
G26517,Bandung,Cabang,< 1 Tahun,34,Laki-laki,Belum Menikah,0,Doktor,1,1,0,0,0,1,3,411,405642199
G18264,Solo,Aplikasi Digital,< 1 Tahun,27,Laki-laki,Belum Menikah,0,Doktor,1,1,0,1,0,0,3,227,440483539
G08211,Solo,Aplikasi Digital,< 1 Tahun,25,Laki-laki,Menikah,0,Doktor,1,1,0,1,0,0,3,315,18788670
G02008,Bandung,Telemarketing,< 1 Tahun,56,Laki-laki,Cerai,3,Doktor,1,1,1,0,0,0,3,510,215505470
G25603,Surabaya,Cabang,< 1 Tahun,61,Laki-laki,Menikah,3,Doktor,0,1,0,1,0,1,3,348,214218506
G13606,Bandung,Internet Banking,< 1 Tahun,44,Perempuan,Menikah,3,Doktor,1,0,0,1,0,1,3,372,262960989
G20935,Surabaya,Cabang,< 1 Tahun,44,Laki-laki,Cerai,2,Doktor,1,1,0,1,0,0,3,794,249181805
G19720,Jakarta,Cabang,< 1 Tahun,54,Perempuan,Menikah,2,Doktor,1,0,0,1,1,0,3,735,89566633
G14205,Jogja,Aplikasi Digital,< 1 Tahun,36,Perempuan,Belum Menikah,0,Doktor,1,1,1,0,0,0,3,378,23578265
G16816,Bandung,Cabang,< 1 Tahun,37,Laki-laki,Menikah,2,Doktor,1,1,0,1,0,0,3,525,266098681
G20022,Jakarta,Telemarketing,< 1 Tahun,54,Laki-laki,Menikah,4,Doktor,1,0,1,0,0,1,3,507,58085265
G17157,Jakarta,Internet Banking,< 1 Tahun,36,Laki-laki,Menikah,4,Doktor,1,0,1,1,0,0,3,287,292592740
G22488,Bandung,Cabang,< 1 Tahun,55,Perempuan,Menikah,2,Doktor,1,0,0,1,0,1,3,360,417932447
G08893,Jogja,Internet Banking,< 1 Tahun,36,Perempuan,Belum Menikah,0,Doktor,1,0,1,0,0,1,3,326,410875656
G25934,Surabaya,Cabang,< 1 Tahun,45,Perempuan,Belum Menikah,0,Doktor,1,0,0,1,0,1,3,395,99928870
G28057,Solo,Cabang,< 1 Tahun,36,Perempuan,Belum Menikah,0,Doktor,1,1,0,1,0,0,3,520,156192448
G24304,Jogja,Cabang,< 1 Tahun,57,Laki-laki,Belum Menikah,0,Doktor,1,1,0,0,0,1,3,611,377646567
G24409,Surabaya,Aplikasi Digital,< 1 Tahun,64,Perempuan,Menikah,0,Doktor,0,1,0,1,0,1,3,391,393739201
G21942,Surabaya,Telemarketing,< 1 Tahun,53,Perempuan,Menikah,0,Doktor,1,0,0,1,0,1,3,401,26393511
G27835,Jakarta,Telemarketing,< 1 Tahun,70,Perempuan,Menikah,2,Doktor,0,1,0,1,0,1,3,615,43499142
G16454,Solo,Cabang,< 1 Tahun,44,Laki-laki,Menikah,1,Doktor,1,1,0,1,0,0,3,418,355925046
G14136,Jogja,Cabang,< 1 Tahun,38,Perempuan,Menikah,1,Doktor,1,1,0,1,0,0,3,514,49818579
G27516,Jakarta,Telemarketing,< 1 Tahun,65,Laki-laki,Menikah,3,Doktor,0,1,1,1,0,0,3,473,63323795
G20801,Bandung,Aplikasi Digital,< 1 Tahun,55,Perempuan,Menikah,0,Doktor,1,0,1,0,0,1,3,753,69786208
G19618,Bandung,Telemarketing,< 1 Tahun,50,Perempuan,Cerai,0,Doktor,1,0,0,1,0,1,3,366,332280036
G08388,Bandung,Telemarketing,< 1 Tahun,58,Laki-laki,Belum Menikah,0,Doktor,1,1,1,0,0,0,3,880,203661971
G16329,Jakarta,Aplikasi Digital,< 1 Tahun,50,Perempuan,Cerai,0,Doktor,1,0,1,1,0,0,3,516,433883676
G11731,Bandung,Aplikasi Digital,< 1 Tahun,55,Laki-laki,Belum Menikah,0,Doktor,1,0,0,0,1,1,3,423,61296467
G21437,Bandung,Cabang,< 1 Tahun,55,Laki-laki,Menikah,0,Doktor,1,0,1,1,0,0,3,587,104025538
G00208,Solo,Telemarketing,< 1 Tahun,59,Laki-laki,Belum Menikah,0,Doktor,1,1,0,0,0,1,3,576,301309484
G26135,Jogja,Aplikasi Digital,< 1 Tahun,67,Laki-laki,Menikah,2,Doktor,0,1,0,1,0,1,3,587,298062357
G08461,Surabaya,Telemarketing,< 1 Tahun,51,Perempuan,Belum Menikah,0,Doktor,1,1,0,0,1,0,3,522,5259453
G05229,Bandung,Cabang,< 1 Tahun,52,Laki-laki,Belum Menikah,0,Doktor,1,0,1,0,0,1,3,540,378870026
G16277,Jakarta,Telemarketing,< 1 Tahun,50,Laki-laki,Belum Menikah,0,Doktor,1,0,1,0,0,1,3,429,243795671
G26186,Jogja,Cabang,< 1 Tahun,60,Laki-laki,Menikah,4,Doktor,0,1,0,1,0,1,3,641,444559963
G26493,Bandung,Aplikasi Digital,< 1 Tahun,61,Laki-laki,Menikah,0,Doktor,0,1,0,1,0,1,3,588,334491413
G22348,Bandung,Internet Banking,< 1 Tahun,52,Laki-laki,Menikah,4,Doktor,1,0,0,1,0,1,3,599,294817562
G24959,Jogja,Cabang,< 1 Tahun,66,Perempuan,Menikah,1,Doktor,0,0,1,1,0,1,3,800,449349576
G14527,Solo,Internet Banking,< 1 Tahun,47,Perempuan,Cerai,4,Doktor,1,1,0,0,0,1,3,436,120436540
G23964,Jakarta,Telemarketing,< 1 Tahun,64,Laki-laki,Menikah,1,Doktor,0,1,0,1,0,1,3,363,234791129
G25689,Bandung,Internet Banking,< 1 Tahun,64,Laki-laki,Menikah,3,Doktor,0,0,0,1,1,1,3,900,169503970
G26992,Surabaya,Aplikasi Digital,< 1 Tahun,53,Laki-laki,Belum Menikah,0,Doktor,1,1,0,1,0,0,3,862,382554781
G23711,Bandung,Cabang,< 1 Tahun,40,Laki-laki,Cerai,2,Doktor,1,0,1,1,0,0,3,435,327399906
G22851,Surabaya,Aplikasi Digital,< 1 Tahun,55,Laki-laki,Menikah,1,Doktor,1,0,0,1,0,1,3,898,27256151
G20453,Surabaya,Telemarketing,< 1 Tahun,51,Perempuan,Belum Menikah,0,Doktor,1,1,1,0,0,0,3,832,426110938
G22360,Bogor,Internet Banking,< 1 Tahun,46,Perempuan,Cerai,2,Doktor,1,1,0,0,1,0,3,412,124734246
G22462,Bogor,Cabang,< 1 Tahun,54,Perempuan,Menikah,2,Doktor,1,1,0,0,0,1,3,805,310329482
G19388,Surabaya,Cabang,< 1 Tahun,55,Laki-laki,Menikah,1,Doktor,1,0,1,0,0,1,3,642,428321658
G00787,Bandung,Telemarketing,< 1 Tahun,51,Laki-laki,Cerai,4,Doktor,1,1,0,0,0,1,3,392,68319357
G06130,Surabaya,Internet Banking,< 1 Tahun,60,Perempuan,Cerai,1,Doktor,1,1,1,0,0,0,3,348,349749815
G06532,Solo,Cabang,< 1 Tahun,51,Perempuan,Cerai,4,Doktor,1,1,0,0,0,1,3,357,370711790
G08434,Solo,Telemarketing,< 1 Tahun,42,Perempuan,Cerai,1,Doktor,1,0,1,1,0,0,3,356,231161798
G11365,Bandung,Telemarketing,< 1 Tahun,48,Laki-laki,Cerai,0,Doktor,1,1,0,0,1,0,3,240,192566956
G20094,Jakarta,Internet Banking,< 1 Tahun,51,Laki-laki,Cerai,4,Doktor,1,1,0,1,0,0,3,293,190133581
G21105,Jogja,Aplikasi Digital,< 1 Tahun,59,Laki-laki,Cerai,2,Doktor,1,1,0,1,0,0,3,186,25600929
G22922,Jakarta,Telemarketing,< 1 Tahun,50,Laki-laki,Cerai,2,Doktor,1,1,0,1,0,0,3,467,62486689
G00000,Bandung,Aplikasi Digital,< 1 Tahun,,Laki-laki,Janda/Duda,3,Doktor,1,0,1,0,0,1,3,343,129503392
G02893,Jakarta,Aplikasi Digital,< 1 Tahun,,Laki-laki,Janda/Duda,2,Doktor,1,0,1,0,0,1,3,401,243960087
G03110,Surabaya,Internet Banking,< 1 Tahun,,Perempuan,Janda/Duda,2,Doktor,1,1,1,0,0,0,3,274,129514812
G00211,Bandung,Aplikasi Digital,< 1 Tahun,,Laki-laki,Janda/Duda,2,Doktor,1,1,0,1,0,0,3,437,264423794
G00000,Jogja,Internet Banking,< 1 Tahun,,Perempuan,Janda/Duda,1,Doktor,1,0,0,1,0,1,3,310,189088100
G00820,Jakarta,Telemarketing,< 1 Tahun,,Perempuan,Janda/Duda,0,Doktor,1,1,0,0,0,1,3,365,124993447
G00079,Jakarta,Telemarketing,< 1 Tahun,,Laki-laki,Janda/Duda,2,Doktor,1,1,1,0,0,0,3,311,171436159
G00328,Solo,Telemarketing,< 1 Tahun,,Laki-laki,Janda/Duda,3,Doktor,1,0,1,0,1,0,3,486,160210480
G06893,Bandung,Cabang,< 1 Tahun,,Laki-laki,Janda/Duda,0,Doktor,1,1,0,0,0,1,3,93,120399665
G07183,Jakarta,Telemarketing,< 1 Tahun,,Laki-laki,Janda/Duda,1,Doktor,1,1,1,0,0,0,3,100,255222572
G07301,Jakarta,Telemarketing,< 1 Tahun,,Laki-laki,Janda/Duda,1,Doktor,1,1,0,0,0,1,3,287,397725387
G07010,Bandung,Telemarketing,< 1 Tahun,,Laki-laki,Janda/Duda,1,Doktor,1,0,1,1,0,0,3,145,187494255
G08090,Jakarta,Cabang,< 1 Tahun,,Perempuan,Janda/Duda,0,Doktor,1,1,0,0,0,1,3,282,157286431
G08903,Solo,Internet Banking,< 1 Tahun,,Perempuan,Janda/Duda,1,Doktor,1,0,1,1,0,0,3,206,141936056
G09237,Bandung,Cabang,< 1 Tahun,,Laki-laki,Janda/Duda,3,Doktor,1,1,1,0,0,0,3,126,83443167
G10239,Surabaya,Internet Banking,< 1 Tahun,,Laki-laki,Janda/Duda,0,Doktor,1,0,1,1,0,0,3,478,306191564
G11806,Surabaya,Telemarketing,< 1 Tahun,,Perempuan,Janda/Duda,2,Doktor,1,1,0,1,0,0,3,387,80107211
G13100,Bandung,Cabang,< 1 Tahun,,Laki-laki,Janda/Duda,0,Doktor,1,1,0,0,0,1,3,245,349838068
G13691,Solo,Telemarketing,< 1 Tahun,,Perempuan,Janda/Duda,0,Doktor,1,1,0,1,0,0,3,126,377417971
G13872,Surabaya,Telemarketing,< 1 Tahun,,Perempuan,Janda/Duda,3,Doktor,1,1,1,0,0,0,3,447,288227810
G10839,Jakarta,Telemarketing,< 1 Tahun,,Perempuan,Janda/Duda,2,Doktor,1,0,1,1,0,0,3,190,258488381
G10962,Jogja,Aplikasi Digital,< 1 Tahun,,Perempuan,Janda/Duda,1,Doktor,1,1,0,1,0,0,3,336,433543413
G10371,Solo,Aplikasi Digital,< 1 Tahun,,Laki-laki,Janda/Duda,2,Doktor,1,1,0,1,0,0,3,443,140501744
G19000,Solo,Cabang,< 1 Tahun,,Perempuan,Janda/Duda,0,Doktor,1,1,0,1,0,0,3,166,79614546
G20212,Jakarta,Telemarketing,< 1 Tahun,,Laki-laki,Janda/Duda,0,Doktor,1,0,1,0,0,1,3,377,438716798
G20738,Jakarta,Telemarketing,< 1 Tahun,,Laki-laki,Janda/Duda,0,Doktor,1,0,1,0,0,1,3,306,139552312
G21338,Solo,Telemarketing,< 1 Tahun,,Laki-laki,Janda/Duda,0,Doktor,1,1,0,0,0,1,3,293,126209303
G20308,Bandung,Internet Banking,< 1 Tahun,,Laki-laki,Janda/Duda,0,Doktor,1,1,0,0,1,0,3,389,333747093
G20009,Solo,Cabang,< 1 Tahun,,Laki-laki,Janda/Duda,3,Doktor,1,0,0,1,0,1,3,365,98367292
G27327,Jakarta,Telemarketing,< 1 Tahun,,Perempuan,Janda/Duda,0,Doktor,1,1,0,1,0,0,3,461,359203485
G27092,Surabaya,Telemarketing,< 1 Tahun,,Laki-laki,Janda/Duda,3,Doktor,1,0,0,1,0,1,3,197,24339686
G27997,Solo,Internet Banking,< 1 Tahun,,Laki-laki,Janda/Duda,0,Doktor,1,1,0,1,0,0,3,259,350376788
G05473,Surabaya,Internet Banking,< 1 Tahun,27,Laki-laki,Menikah,3,Doktor,1,0,0,1,1,1,4,438,404393222
G08466,Solo,Telemarketing,< 1 Tahun,30,Perempuan,Menikah,3,Doktor,1,1,0,1,0,1,4,376,316777355
G23429,Bandung,Telemarketing,< 1 Tahun,33,Laki-laki,Belum Menikah,0,Doktor,1,1,1,0,1,0,4,270,320823152
G03052,Jakarta,Telemarketing,< 1 Tahun,28,Laki-laki,Menikah,4,Doktor,1,1,0,1,0,1,4,210,407493875
G02997,Solo,Telemarketing,< 1 Tahun,26,Perempuan,Belum Menikah,0,Doktor,1,1,1,0,0,1,4,305,91722039
G07923,Bandung,Cabang,< 1 Tahun,30,Laki-laki,Belum Menikah,0,Doktor,1,1,1,0,1,0,4,142,352382012
G00868,Solo,Internet Banking,< 1 Tahun,33,Laki-laki,Menikah,3,Doktor,1,1,0,1,0,1,4,449,373467987
G01163,Jakarta,Telemarketing,< 1 Tahun,34,Laki-laki,Menikah,0,Doktor,1,1,0,0,1,1,4,129,11861843
G03642,Bandung,Internet Banking,< 1 Tahun,28,Perempuan,Menikah,1,Doktor,1,0,1,1,0,1,4,461,197324287
G06025,Surabaya,Cabang,< 1 Tahun,32,Laki-laki,Menikah,0,Doktor,1,1,0,1,0,1,4,132,205464867
G00907,Bandung,Aplikasi Digital,< 1 Tahun,28,Laki-laki,Menikah,0,Doktor,1,0,0,1,1,1,4,417,343428059
G03755,Bogor,Telemarketing,< 1 Tahun,30,Laki-laki,Menikah,0,Doktor,1,1,0,1,0,1,4,292,415188508
G10016,Bogor,Cabang,< 1 Tahun,31,Perempuan,Belum Menikah,0,Doktor,1,0,1,1,0,1,4,446,114402634
G02507,Bandung,Internet Banking,< 1 Tahun,27,Perempuan,Menikah,0,Doktor,1,1,0,0,1,1,4,269,313066931
G07775,Bandung,Aplikasi Digital,< 1 Tahun,32,Perempuan,Menikah,1,Doktor,1,1,1,1,0,0,4,147,342217042
G13843,Bandung,Telemarketing,< 1 Tahun,29,Laki-laki,Belum Menikah,0,Doktor,1,0,1,0,1,1,4,266,189384019
G04716,Jakarta,Telemarketing,< 1 Tahun,27,Perempuan,Menikah,0,Doktor,1,1,1,1,0,0,4,169,240916026
G27494,Bandung,Aplikasi Digital,< 1 Tahun,28,Laki-laki,Belum Menikah,0,Doktor,1,1,1,1,0,0,4,499,104449335
G00781,Surabaya,Cabang,< 1 Tahun,32,Laki-laki,Menikah,4,Doktor,1,1,1,1,0,0,4,340,180923497
G03482,Bandung,Aplikasi Digital,< 1 Tahun,34,Perempuan,Menikah,4,Doktor,1,1,0,1,0,1,4,445,237743560
G06092,Jogja,Telemarketing,< 1 Tahun,27,Laki-laki,Menikah,4,Doktor,1,1,0,1,0,1,4,353,158412304
G15451,Bandung,Internet Banking,< 1 Tahun,39,Laki-laki,Menikah,4,Doktor,1,1,1,1,0,0,4,350,420710927
G09305,Solo,Aplikasi Digital,< 1 Tahun,31,Perempuan,Menikah,1,Doktor,1,1,0,1,0,1,4,440,72246784
G09428,Bandung,Internet Banking,< 1 Tahun,27,Laki-laki,Menikah,2,Doktor,1,0,1,1,0,1,4,216,44326824
G10341,Solo,Telemarketing,< 1 Tahun,28,Perempuan,Menikah,2,Doktor,1,0,1,1,0,1,4,421,35965700
G20767,Bandung,Telemarketing,< 1 Tahun,34,Laki-laki,Belum Menikah,0,Doktor,1,1,1,0,0,1,4,100,364034713
G11058,Bogor,Cabang,< 1 Tahun,26,Laki-laki,Menikah,3,Doktor,1,1,0,1,0,1,4,195,222078095
G01806,Jakarta,Telemarketing,< 1 Tahun,33,Laki-laki,Menikah,4,Doktor,1,0,0,1,1,1,4,163,426473108
G14480,Jogja,Cabang,< 1 Tahun,37,Laki-laki,Menikah,4,Doktor,1,1,1,0,0,1,4,533,35344280
G06956,Surabaya,Cabang,< 1 Tahun,42,Laki-laki,Belum Menikah,0,Doktor,1,1,0,1,0,1,4,455,194018732
G07867,Jakarta,Telemarketing,< 1 Tahun,28,Laki-laki,Menikah,3,Doktor,1,1,1,1,0,0,4,290,72157206
G15685,Solo,Internet Banking,< 1 Tahun,46,Perempuan,Menikah,2,Doktor,1,0,0,1,1,1,4,415,47569059
G25292,Bandung,Internet Banking,< 1 Tahun,32,Laki-laki,Belum Menikah,0,Doktor,1,1,0,0,1,1,4,500,28298436
G19922,Jakarta,Telemarketing,< 1 Tahun,48,Laki-laki,Belum Menikah,0,Doktor,1,1,0,1,0,1,4,477,284920614
G19913,Surabaya,Cabang,< 1 Tahun,34,Laki-laki,Belum Menikah,0,Doktor,1,0,1,1,0,1,4,462,255392813
G18097,Solo,Aplikasi Digital,< 1 Tahun,42,Perempuan,Menikah,1,Doktor,1,1,0,1,0,1,4,412,157879406
G15061,Jakarta,Telemarketing,< 1 Tahun,59,Laki-laki,Belum Menikah,0,Doktor,1,1,0,1,0,1,4,412,64601264
G12317,Jogja,Internet Banking,< 1 Tahun,40,Laki-laki,Belum Menikah,0,Doktor,1,1,0,1,0,1,4,262,84942667
G08018,Bogor,Aplikasi Digital,< 1 Tahun,25,Laki-laki,Menikah,0,Doktor,1,1,1,1,0,0,4,480,197802387
G17270,Surabaya,Aplikasi Digital,< 1 Tahun,49,Laki-laki,Menikah,0,Doktor,1,1,0,1,0,1,4,413,264287911
G10822,Bogor,Cabang,< 1 Tahun,28,Perempuan,Menikah,3,Doktor,1,1,0,1,0,1,4,192,398277607
G19500,Bandung,Cabang,< 1 Tahun,54,Laki-laki,Menikah,2,Doktor,1,1,1,1,0,0,4,444,69381289
G12262,Jogja,Telemarketing,< 1 Tahun,39,Laki-laki,Menikah,0,Doktor,1,1,0,1,0,1,4,382,424245057
G00223,Solo,Aplikasi Digital,< 1 Tahun,46,Laki-laki,Belum Menikah,0,Doktor,1,1,0,0,1,1,4,551,14515289
G01036,Solo,Cabang,< 1 Tahun,30,Laki-laki,Menikah,4,Doktor,1,0,0,1,1,1,4,196,117844557
G09098,Bandung,Cabang,< 1 Tahun,32,Laki-laki,Menikah,0,Doktor,1,0,1,0,1,1,4,182,266383476
G15605,Bandung,Telemarketing,< 1 Tahun,54,Laki-laki,Cerai,4,Doktor,1,1,1,0,0,1,4,790,169762130
G08121,Bandung,Cabang,< 1 Tahun,33,Laki-laki,Belum Menikah,0,Doktor,1,1,0,0,1,1,4,421,238846940
G05488,Bogor,Internet Banking,< 1 Tahun,23,Laki-laki,Belum Menikah,0,Doktor,1,1,0,1,0,1,4,119,262645275
G22575,Jakarta,Telemarketing,< 1 Tahun,54,Laki-laki,Menikah,1,Doktor,1,1,0,1,0,1,4,462,240687869
G08159,Jakarta,Telemarketing,< 1 Tahun,32,Laki-laki,Menikah,3,Doktor,1,1,0,1,0,1,4,307,155628811
G07189,Solo,Cabang,< 1 Tahun,32,Laki-laki,Belum Menikah,0,Doktor,1,0,1,0,1,1,4,414,340990422
G00327,Surabaya,Internet Banking,< 1 Tahun,59,Perempuan,Cerai,0,Doktor,1,0,1,1,0,1,4,567,410507711
G00283,Jakarta,Telemarketing,< 1 Tahun,39,Laki-laki,Belum Menikah,0,Doktor,1,1,1,0,0,1,4,380,359402615
G15171,Jakarta,Cabang,< 1 Tahun,43,Perempuan,Menikah,4,Doktor,1,0,1,1,0,1,4,451,388927134
G08855,Jogja,Cabang,< 1 Tahun,27,Perempuan,Menikah,0,Doktor,1,0,1,1,0,1,4,309,362911972
G02943,Jogja,Aplikasi Digital,< 1 Tahun,31,Perempuan,Menikah,0,Doktor,1,0,1,1,0,1,4,397,144360526
G05078,Solo,Internet Banking,< 1 Tahun,30,Laki-laki,Menikah,4,Doktor,1,0,1,1,0,1,4,380,4231735
G12846,Solo,Cabang,< 1 Tahun,31,Perempuan,Belum Menikah,0,Doktor,1,1,0,1,1,0,4,220,329902487
G22330,Surabaya,Telemarketing,< 1 Tahun,53,Laki-laki,Menikah,2,Doktor,1,1,0,1,0,1,4,394,100687577
G09963,Jakarta,Internet Banking,< 1 Tahun,25,Perempuan,Menikah,4,Doktor,1,1,0,1,0,1,4,292,162440590
G21887,Jakarta,Telemarketing,< 1 Tahun,55,Perempuan,Menikah,1,Doktor,1,0,1,1,0,1,4,593,13298668
G12359,Jakarta,Cabang,< 1 Tahun,55,Laki-laki,Belum Menikah,0,Doktor,1,1,1,0,0,1,4,723,290716866
G18945,Jakarta,Telemarketing,< 1 Tahun,43,Laki-laki,Menikah,2,Doktor,1,1,0,1,0,1,4,289,321819482
G16382,Surabaya,Internet Banking,< 1 Tahun,41,Perempuan,Menikah,3,Doktor,1,1,1,1,0,0,4,440,23445037
